date,district,rain,temp,humid,holiday_flag,itn,irs,population
2020-03-01,Bahawalpur,1.8963710665347255,19.86330905369266,50.83177013385363,0,0,0,3700000
2020-03-02,Bahawalpur,1.6680472887815003,18.170652275545162,46.487304709130946,0,0,0,3700000
2020-03-03,Bahawalpur,1.8348618033764743,20.80958854725935,53.21940264776995,0,0,0,3700000
2020-03-04,Bahawalpur,1.7064451969166845,20.171224270394,51.563671404857146,0,0,0,3700000
2020-03-05,Bahawalpur,1.6233154071389462,20.022729646498007,51.15668037437431,0,0,0,3700000
2020-03-06,Bahawalpur,1.4672046049949965,18.906552550657985,48.274898737480946,0,0,0,3700000
2020-03-07,Bahawalpur,1.5121893670418696,20.383160229880737,52.008342212215524,0,0,0,3700000
2020-03-08,Bahawalpur,1.399992871760665,19.76515865892185,50.391450351531276,0,0,0,3700000
2020-03-09,Bahawalpur,1.4048827788330116,20.80242468102727,52.9893110918497,0,0,0,3700000
2020-03-10,Bahawalpur,1.241107181084865,19.301872354537394,49.11954642778606,0,0,0,3700000
2020-03-11,Bahawalpur,1.0592684623433628,17.32838458060445,44.051080777402504,0,0,0,3700000
2020-03-12,Bahawalpur,1.1660228868480715,20.095443716343762,51.0273295755449,0,0,0,3700000
2020-03-13,Bahawalpur,1.1494848048168487,20.90462590657767,53.017319516589176,0,0,0,3700000
2020-03-14,Bahawalpur,1.0131830148599197,19.47700796159255,49.33229718809861,0,0,0,3700000
2020-03-15,Bahawalpur,0.9408151365194322,19.152254545258586,48.442505053407075,0,0,0,3700000
2020-03-16,Bahawalpur,1.005401204082588,21.71528256618029,54.84460366466145,0,0,0,3700000
2020-03-17,Bahawalpur,0.9029550239767905,20.733804607733934,52.28457588104451,0,0,0,3700000
2020-03-18,Bahawalpur,0.8318822797741062,20.351176224251816,51.23597918411413,0,0,0,3700000
2020-03-19,Bahawalpur,0.7426785293026431,19.401172861607495,48.76065878718446,0,0,0,3700000
2020-03-20,Bahawalpur,0.7286356025137629,20.374374082340548,51.11488604195272,0,0,0,3700000
2020-03-21,Bahawalpur,0.7003454345200862,21.015972508169355,52.62596065085034,0,0,0,3700000
2020-03-22,Bahawalpur,0.6291482188583146,20.316405028078133,50.775139958539064,0,0,0,3700000
2020-03-23,Bahawalpur,0.6357990705798374,22.158969076464228,55.26806699612974,0,0,0,3700000
2020-03-24,Bahawalpur,0.547174542266556,20.647442357333844,51.39000226174291,0,0,0,3700000
2020-03-25,Bahawalpur,0.5007780442872763,20.52953366757688,50.98551156206305,0,0,0,3700000
2020-03-26,Bahawalpur,0.4374962998676555,19.557170897017897,48.46154098166216,0,0,0,3700000
2020-03-27,Bahawalpur,0.4209878985202152,20.60353211717189,50.93602467954734,0,0,0,3700000
2020-03-28,Bahawalpur,0.3637740674344292,19.5769271510757,48.28244954003774,0,0,0,3700000
2020-03-29,Bahawalpur,0.3440357528915159,20.456839807457264,50.32855873184955,0,0,0,3700000
2020-03-30,Bahawalpur,0.3143099993039495,20.75899214684629,50.94290888537906,0,0,0,3700000
2020-03-31,Bahawalpur,0.2515569186874896,18.56232407922575,45.43413736633591,0,0,0,3700000
2020-04-01,Bahawalpur,0.2585236210561107,21.451901504156538,52.36724525304174,0,0,0,3700000
2020-04-02,Bahawalpur,0.21029065980179273,19.765876573156753,48.12006087233569,0,0,0,3700000
2020-04-03,Bahawalpur,0.18628482385202755,19.99731692730933,48.54793498458518,0,0,0,3700000
2020-04-04,Bahawalpur,0.17491849141173596,21.64652394795912,52.40220676360949,0,0,0,3700000
2020-04-05,Bahawalpur,0.14565010810386764,21.00321003417301,50.6971514165794,0,0,0,3700000
2020-04-06,Bahawalpur,0.11721915878595968,19.944020728846414,47.997855832545255,0,0,0,3700000
2020-04-07,Bahawalpur,0.10207866023703159,20.79500736548418,49.89475384621437,0,0,0,3700000
2020-04-08,Bahawalpur,0.08036503759976212,19.94830897611905,47.71607575930335,0,0,0,3700000
2020-04-09,Bahawalpur,0.06842156382145331,21.139145608826464,50.40640624313485,0,0,0,3700000
2020-04-10,Bahawalpur,0.05190173207571262,20.49301863556609,48.710374514777854,0,0,0,3700000
2020-04-11,Bahawalpur,0.04262971186340814,22.248624643352837,52.712572202339494,0,0,0,3700000
2020-04-12,Bahawalpur,0.030877364665864247,22.270340693922698,52.59111908380233,0,0,0,3700000
2020-04-13,Bahawalpur,0.021497850681714878,22.788021224583307,53.63476946733486,0,0,0,3700000
2020-04-14,Bahawalpur,0.01181766888374951,20.160267178580384,47.2901638954713,0,0,0,3700000
2020-04-15,Bahawalpur,0.006816101178091881,21.690864400205623,50.70693439292154,0,0,0,3700000
2020-04-16,Bahawalpur,0.002609274934557991,20.572138961660904,47.92563573331022,0,0,0,3700000
2020-04-17,Bahawalpur,0.0005002919471165957,21.548433180943462,50.024735414329456,0,1,0,3700000
2020-04-18,Bahawalpur,5.3544071628884425e-05,20.829261086664534,48.18447434682704,0,0,0,3700000
2020-04-19,Bahawalpur,0.0014371375619789517,22.44381027024983,51.73426204823225,0,0,0,3700000
2020-04-20,Bahawalpur,0.00440860644880636,21.329349064064395,48.98833622730889,0,0,0,3700000
2020-04-21,Bahawalpur,0.009487865597246733,22.085773727579294,50.54135691825403,0,0,0,3700000
2020-04-22,Bahawalpur,0.017331682386878534,23.68584562485504,54.00436941373382,0,0,0,3700000
2020-04-23,Bahawalpur,0.02392199454302685,21.511215982414782,48.86500962592965,0,0,0,3700000
2020-04-24,Bahawalpur,0.03611466038363402,23.009860390790255,52.07485775560807,0,0,0,3700000
2020-04-25,Bahawalpur,0.04742998580235824,22.553562064400506,50.85095926161968,0,1,0,3700000
2020-04-26,Bahawalpur,0.06278459981415685,23.156540079187728,52.01362820100956,0,0,0,3700000
2020-04-27,Bahawalpur,0.07389620774855062,21.777058322476105,48.72956040356453,0,0,0,3700000
2020-04-28,Bahawalpur,0.08943982775945658,21.563382147223255,48.06744500486682,0,0,0,3700000
2020-04-29,Bahawalpur,0.11566936074761072,23.25735554663861,51.64487079937888,0,0,0,3700000
2020-04-30,Bahawalpur,0.13377208399865262,22.792566070185153,50.4179702122625,0,0,0,3700000
2020-05-01,Bahawalpur,0.15503789644277505,22.688071737612404,49.99289627059017,0,0,0,3700000
2020-05-02,Bahawalpur,0.19291505087215027,24.52773009769053,53.83697891111277,0,0,0,3700000
2020-05-03,Bahawalpur,0.2154283463807644,24.03536905981551,52.55106116581181,0,0,0,3700000
2020-05-04,Bahawalpur,0.24006494929554992,23.70897130288671,51.635246921716586,0,0,0,3700000
2020-05-05,Bahawalpur,0.24537952367053004,21.616704558467955,46.894518135839725,0,0,0,3700000
2020-05-06,Bahawalpur,0.2855158943459002,22.589544277035472,48.81305617152607,0,0,0,3700000
2020-05-07,Bahawalpur,0.34216417775762575,24.461532134238585,52.65089007275636,0,0,0,3700000
2020-05-08,Bahawalpur,0.35661602558373334,23.16340580181278,49.66109497475288,0,0,0,3700000
2020-05-09,Bahawalpur,0.3747281098230434,22.22407394709497,47.46006444092357,0,0,0,3700000
2020-05-10,Bahawalpur,0.42831577102674223,23.298869246828023,49.559840706208604,0,0,0,3700000
2020-05-11,Bahawalpur,0.4846781465644937,24.28147277446352,51.447086509295566,0,0,0,3700000
2020-05-12,Bahawalpur,0.5433865173559743,25.166336170355383,53.112580769818564,0,0,0,3700000
2020-05-13,Bahawalpur,0.5438750550202256,23.36726190920971,49.122275794019124,0,0,0,3700000
2020-05-14,Bahawalpur,0.6269116718658216,25.067153475933726,52.53908989534269,0,0,0,3700000
