iter	RMSE
0	0.437506017
1	0.395307348
2	0.3561523863
3	0.3208763133
4	0.2896759065
5	0.2613540233
6	0.2360940749
7	0.2131452361
8	0.1922366918
9	0.1735936533
10	0.1568730544
11	0.1413477662
12	0.1276907131
13	0.1152775655
14	0.1041081531
15	0.09409421767
16	0.08504761287
17	0.07674972862
18	0.06924968955
19	0.06256967567
20	0.05653735721
21	0.05113109238
22	0.0462493974
23	0.0418430475
24	0.03785145403
25	0.03422462476
26	0.030988935
27	0.02807035004
28	0.02544585485
29	0.02307689664
30	0.02090440285
31	0.01897176859
32	0.01722783971
33	0.01567443273
34	0.01426062953
35	0.01300722135
36	0.01187192501
37	0.01087970871
38	0.009987795073
39	0.009207515534
40	0.00852214755
41	0.007892609801
42	0.007284903921
43	0.006778642805
44	0.0062802902
45	0.005874699599
46	0.005506622459
47	0.005202843603
48	0.004926382175
49	0.004635535579
50	0.004369960358
51	0.004129785296
52	0.003955418831
53	0.003785184882
54	0.003609201507
55	0.003464872591
56	0.003325651536
57	0.003219032284
58	0.003106924983
59	0.003008352541
60	0.002943632135
61	0.002889642914
62	0.002831795358
63	0.002821208322
64	0.002770492017
65	0.002751763638
66	0.002707415271
67	0.002681029676
68	0.00266872253
69	0.002660661042
70	0.002638432099
71	0.00262481042
72	0.002600217383
73	0.002567286219
74	0.002554570438
75	0.002538657356
76	0.002532721356
77	0.002518531014
78	0.002512787762
79	0.002497039472
80	0.002489294044
81	0.002483179825
82	0.002469075023
83	0.002463368387
84	0.002450967903
85	0.002446571575
86	0.002434283679
87	0.002408358099
88	0.002397867812
89	0.002393721766
90	0.00238386903
91	0.002361678222
92	0.002353638391
93	0.002343965537
94	0.002333955656
95	0.002308018352
96	0.002303839605
97	0.002298924762
98	0.002276811898
99	0.002265808243
100	0.002241485429
101	0.002225537907
102	0.002218580159
103	0.002199090985
104	0.002190876011
105	0.002183854041
106	0.002172592631
107	0.002167182799
108	0.00216019418
109	0.002147284065
110	0.002137744004
111	0.002133004873
112	0.002128080855
113	0.002122722229
114	0.002117393614
115	0.002112380239
116	0.002093687839
117	0.00208434317
118	0.002079317542
119	0.002071568635
120	0.002062383861
121	0.002058478374
122	0.002042870037
123	0.002034824404
124	0.002028019176
125	0.002001565067
126	0.001980606316
127	0.001970620966
128	0.001945219818
129	0.001936830425
130	0.00191894014
131	0.001914162559
132	0.001894157292
133	0.001854823323
134	0.001847470844
135	0.00184393446
136	0.001828414369
137	0.001813767025
138	0.001808874857
139	0.001796890468
140	0.001793204139
141	0.001783963615
142	0.001771312196
143	0.001769153014
144	0.001745048311
145	0.001739761569
146	0.001736752284
147	0.001731868347
148	0.001720859485
149	0.001690570031
150	0.001687940226
151	0.001681637774
152	0.001679149209
153	0.001671745951
154	0.00166409548
155	0.001652669283
156	0.001647974943
157	0.00164666632
158	0.001643437583
159	0.001640919745
160	0.001631037031
161	0.001605220953
162	0.001589785441
163	0.001578895137
164	0.001575110314
165	0.001569736567
166	0.001565896318
167	0.001563855567
168	0.001543098702
169	0.001529777314
170	0.001526691656
171	0.001513692101
172	0.001511143117
173	0.001509665649
174	0.001508835914
175	0.001507520861
176	0.001504222135
177	0.00150362423
178	0.001501986355
179	0.001490325586
180	0.001489856923
181	0.001489464801
182	0.001476678931
183	0.001475066341
184	0.001472174048
185	0.001464912014
186	0.001463187636
187	0.001462435091
188	0.001449622411
189	0.001448596477
190	0.00144614097
191	0.001443437849
192	0.001442835367
193	0.00143464091
194	0.001427040958
195	0.001426804422
196	0.00142612068
197	0.001422520624
198	0.001414454479
199	0.001401539533
200	0.001398384223
201	0.001397201345
202	0.001390271306
203	0.0013770167
204	0.001365280736
205	0.001363050689
206	0.001354135337
207	0.001352133768
208	0.001351134224
209	0.001349782594
210	0.001349102748
211	0.00134826278
212	0.001347213313
213	0.001347077479
214	0.001337746407
215	0.001330952266
216	0.001330301357
217	0.001330192881
218	0.001318616703
219	0.001317398517
220	0.001307252927
221	0.001306341338
222	0.001304997747
223	0.001296134432
224	0.001294350648
225	0.001286399288
226	0.001284584665
227	0.001284197264
228	0.001282922341
229	0.001282755338
230	0.001282298957
231	0.00127903515
232	0.001278011808
233	0.001277111576
234	0.001276285729
235	0.001273903209
236	0.00127310234
237	0.001272426115
238	0.001272063239
239	0.001271051822
240	0.001270774583
241	0.001269884022
242	0.001269390821
243	0.001268936667
244	0.001261555767
245	0.001257692704
246	0.001257386422
247	0.00125665287
248	0.001255114604
249	0.001252298501
250	0.00124535394
251	0.001243986488
252	0.00124367922
253	0.001243365507
254	0.001242977097
255	0.00124281774
256	0.001242329522
257	0.001241991557
258	0.001239173032
259	0.001237145483
260	0.001236366089
261	0.001227335964
262	0.001226437079
263	0.001223435437
264	0.001223198374
265	0.001220770474
266	0.001218372808
267	0.001217220619
268	0.001216464288
269	0.001206933866
270	0.001206138364
271	0.001206137789
272	0.001205960072
273	0.001205006739
274	0.001205005953
275	0.001200321654
276	0.001199190678
277	0.001198503625
278	0.001198054922
279	0.001197251583
280	0.001194469049
281	0.001190980876
282	0.001189056563
283	0.001188563127
284	0.001187732588
285	0.00118710118
286	0.001186145388
287	0.001184811302
288	0.001184152583
289	0.001174892446
290	0.001168485935
291	0.001166680155
292	0.001165620954
293	0.001161006652
294	0.001160315029
295	0.001160310447
296	0.00116007094
297	0.001159630249
298	0.001159298674
299	0.001158492637
300	0.001156981233
301	0.00115187489
302	0.001146645596
303	0.001145849673
304	0.001145845708
305	0.001141029515
306	0.001138535244
307	0.001138367962
308	0.001138320948
309	0.001134376247
310	0.001127706167
311	0.001127112106
312	0.001122941016
313	0.001119088348
314	0.001116789248
315	0.001111298838
316	0.00110546306
317	0.001104845365
318	0.001104588273
319	0.001104398018
320	0.001104233947
321	0.001098656692
322	0.001098384617
323	0.00109793587
324	0.001097691576
325	0.001096916694
326	0.001093904185
327	0.001090911614
328	0.001083942314
329	0.001081719967
330	0.001080578753
331	0.001080429587
332	0.00107985507
333	0.001079722785
